pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
novels-common:1145,novels-common:1145,,test,"'' precisely '' , I replied .","'' precisely '' , I replied .","'' precisely '' , i reply .","'' precisely '' , i reply .",0.0,6-6 0-0 1-1 2-2 3-3 4-4 5-5 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 ,{},{},{}
novels-common:404,novels-common:404,,test,"'' Master , will you permit me to wish you a happy New Year ? ''","'' will Master '' , the gallant lad said to me , '' allow me to wish him a happy new year ? ''","'' master , will you permit me to wish you a happy new year ? ''","'' will master '' , the gallant lad say to me , '' allow me to wish him a happy new year ? ''",0.4,15-23 10-18 11-19 12-20 13-21 14-22 6-14 7-15 8-16 5-13 1-2 0-0 ,{},{},{},0-0 1-2 2-4 3-1 5-13 6-14 7-15 8-16 10-18 11-19 12-20 13-21 14-22 15-23 ,9-17 ,{},{}
novels-common:733,novels-common:733,,test,"'' I should not , sir '' .",'' it would not displease me one bit '' .,"'' i should not , sir '' .",'' it would not displease me one bit '' .,0.7692307692307692,7-9 6-8 0-0 ,{},{},{},0-0 3-3 3-4 5-7 6-8 7-9 ,1-5 2-2 2-4 ,{},{}
novels-common:1252,novels-common:1252,,test,"my head struck on a piece of iron , and with the violent shock I lost all consciousness .","my head struck against an iron timber , and with this violent shock I lost consciousness .","my head strike on a piece of iron , and with the violent shock i lose all consciousness .","my head strike against an iron timber , and with this violent shock i lose consciousness .",0.4347826086956522,18-16 12-11 13-12 14-13 15-14 0-0 1-1 2-2 8-7 9-8 10-9 17-15 7-5 3-3 4-4 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-6 7-5 8-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 17-15 18-16 ,{},{},{}
novels-common:293,novels-common:293,,test,"'' ah , Commander ! your Nautilus is certainly a marvelous boat '' .","'' ah , Commander '' , I exclaimed with conviction , '' your Nautilus is truly a marvelous boat ! ''","'' ah , commander ! your nautilus be certainly a marvelous boat '' .","'' ah , commander '' , i exclaim with conviction , '' your nautilus be truly a marvelous boat ! ''",0.38888888888888884,13-19 0-0 1-1 2-2 3-3 5-12 6-13 7-14 9-16 10-17 11-18 8-15 12-20 ,{},{},{},0-0 1-1 2-2 3-3 4-19 5-12 6-13 7-14 8-15 9-16 10-17 11-18 12-20 ,4-5 13-19 ,{},{}
novels-common:128,novels-common:128,,test,"Conseil 's imperturbable coolness set me up again . I swam more vigorously ; but , cramped by my clothes , which stuck to me like a leaden weight , I felt great difficulty in bearing up . Conseil saw this .","Conseil 's unflappable composure cheered me up . I swam more vigorously , but hampered by clothes that were as restricting as a cloak made of lead , I was managing with only the greatest difficulty . Conseil noticed as much .","conseil 's imperturbable coolness set me up again . i swim more vigorously ; but , cramp by my clothes , which stick to me like a leaden weight , i felt great difficulty in bear up . conseil saw this .","conseil 's unflappable composure cheer me up . i swim more vigorously , but hamper by clothes that be as restrict a a cloak make of lead , i be manage with only the great difficulty . conseil notice a much .",0.6923076923076923,41-41 8-7 9-8 10-9 11-10 12-11 0-0 1-1 5-5 6-6 29-27 30-28 32-34 33-35 37-36 38-37 39-38 19-16 14-13 17-15 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 8-7 9-8 10-9 11-10 12-11 13-12 14-13 16-14 17-15 19-16 21-17 25-21 26-22 29-27 30-28 32-34 33-35 34-29 34-30 35-29 35-30 37-36 38-37 39-38 40-39 40-40 41-41 ,22-18 22-20 24-8 27-23 27-24 27-25 27-26 28-23 28-24 28-25 28-26 ,{},{}
novels-common:857,novels-common:857,,test,"at that moment a rather loud hissing noise told me that the reservoirs were filling , and that the Nautilus was sinking under the waves of the Atlantic .","just then a fairly loud hissing told me that the ballast tanks were filling , and the Nautilus sank beneath the waves of the Atlantic .","at that moment a rather loud hiss noise tell me that the reservoir be fill , and that the nautilus be sink under the wave of the atlantic .","just then a fairly loud hissing tell me that the ballast tank be fill , and the nautilus sank beneath the wave of the atlantic .",0.5161290322580645,28-25 23-20 24-21 25-22 26-23 27-24 8-6 9-7 10-8 11-9 13-12 14-13 15-14 16-15 18-16 19-17 12-11 5-4 4-3 6-5 21-18 3-2 ,{},{},{},0-1 1-1 2-1 3-2 4-3 5-4 6-5 8-6 9-7 10-8 11-9 12-10 12-11 13-12 14-13 15-14 16-15 18-16 19-17 20-18 21-18 22-19 23-20 24-21 25-22 26-23 27-24 28-25 ,{},{},{}
novels-common:209,novels-common:209,,test,"'' speak , sir '' , I answered . '' I suppose this condition is one which a man of honor may accept ? ''","'' go on , sir '' , I replied . '' I assume this condition is one an honest man can accept ? ''","'' speak , sir '' , i answer . '' i suppose this condition be one which a man of honor may accept ? ''","'' go on , sir '' , i reply . '' i assume this condition be one an honest man can accept ? ''",0.5555555555555556,24-23 2-3 3-4 4-5 5-6 6-7 12-13 13-14 14-15 15-16 8-9 9-10 10-11 22-21 23-22 11-12 18-19 17-17 7-8 0-0 ,{},{},{},0-0 1-1 1-2 2-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 17-17 18-19 19-18 20-18 21-20 22-21 23-22 24-23 ,{},{},{}
novels-common:1139,novels-common:1139,,test,'' do they fish for them in these days ? '' asked Ned .,'' does anybody fish for 'em nowadays ? '' the Canadian asked .,'' do they fish for them in these day ? '' ask ned .,'' do anybody fish for 'em nowadays ? '' the canadian ask .,0.6111111111111112,13-12 0-0 1-1 3-3 4-4 9-7 10-8 11-11 ,{},{},{},0-0 1-1 3-3 4-4 5-5 6-6 7-6 8-6 9-7 10-8 11-11 13-12 ,2-2 12-10 ,{},{}
novels-common:696,novels-common:696,,test,'' and you attribute this color to the presence of a microscopic seaweed ? '','' and you attribute this color to the presence of microscopic algae ? '','' and you attribute this color to the presence of a microscopic seaweed ? '','' and you attribute this color to the presence of microscopic algae ? '',0.19999999999999996,14-13 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 13-12 12-11 11-10 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 11-10 12-11 13-12 14-13 ,{},{},{}
novels-common:448,novels-common:448,,test,"'' it will not take long '' , said the Canadian .","'' it will not take a minute '' , the Canadian replied .","'' it will not take long '' , say the canadian .","'' it will not take a minute '' , the canadian reply .",0.3571428571428571,11-12 0-0 1-1 2-2 3-3 4-4 6-7 7-8 9-9 10-10 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 5-6 6-7 7-8 8-11 9-9 10-10 11-12 ,{},{},{}
novels-common:864,novels-common:864,,test,"'' very slightly '' , I answered .","'' very little of it '' , I replied .","'' very slightly '' , i answer .","'' very little of it '' , i reply .",0.5454545454545454,7-9 3-5 4-6 5-7 0-0 1-1 6-8 2-2 ,{},{},{},0-0 1-1 2-2 3-5 4-6 5-7 6-8 7-9 ,{},{},{}
novels-common:689,novels-common:689,,test,"'' I agree with you '' , said I ; '' and steam seems to have killed all gratitude in the hearts of sailors . but , Captain , since you seem to have especially studied this sea , can you tell me the origin of its name ? ''","'' agreed '' , I said '' . and steam seems to have killed off all gratitude in seamen 's hearts . but since you seem to have made a special study of this sea , Captain , can you tell me how it got its name ? ''","'' i agree with you '' , say i ; '' and steam seem to have kill all gratitude in the heart of sailor . but , captain , since you seem to have especially study this sea , can you tell me the origin of it name ? ''","'' agree '' , i say '' . and steam seem to have kill off all gratitude in seaman 's heart . but since you seem to have make a special study of this sea , captain , can you tell me how it get it name ? ''",0.31818181818181823,49-48 11-8 12-9 13-10 14-11 15-12 16-13 29-23 30-24 31-25 32-26 33-27 38-37 39-38 40-39 41-40 42-41 46-45 47-46 48-47 17-15 18-16 19-17 36-33 37-34 26-35 27-36 5-2 6-3 24-21 25-22 2-1 7-5 10-6 35-31 0-0 21-20 23-18 34-30 8-4 ,{},{},{},0-0 1-1 2-1 3-1 4-1 5-2 6-3 7-5 8-4 9-6 10-7 11-8 12-9 13-10 14-11 15-12 16-13 16-14 17-15 18-16 19-17 20-19 21-20 22-19 23-18 24-21 25-22 27-36 29-23 30-24 31-25 32-26 33-27 34-30 35-28 35-29 35-31 35-32 36-33 37-34 38-37 39-38 40-39 41-40 42-41 43-42 43-43 43-44 44-42 44-43 44-44 45-42 45-43 45-44 46-45 47-46 48-47 49-48 ,{},{},{}
novels-common:453,novels-common:453,,test,'' what time is it now ? '' asked the Canadian .,"'' but what hour is it , then ? '' the Canadian asked .",'' what time be it now ? '' ask the canadian .,"'' but what hour be it , then ? '' the canadian ask .",0.4,11-13 3-4 4-5 6-8 7-9 9-10 10-11 8-12 2-3 0-0 1-2 ,{},{},{},0-0 1-2 2-3 3-4 4-5 5-7 6-8 7-9 8-12 9-10 10-11 11-13 ,{},{},{}
novels-common:1133,novels-common:1133,,test,"'' in the port ? '' said Ned , ironically .",'' in the harbor ? '' Ned Land said sarcastically .,"'' in the port ? '' say ned , ironically .",'' in the harbor ? '' ned land say sarcastically .,0.46153846153846156,10-10 0-0 1-1 2-2 4-4 5-5 6-8 9-9 3-3 7-6 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-8 7-6 7-7 9-9 10-10 ,{},{},{}
novels-common:290,novels-common:290,,test,"'' behind the steersman 's cage is placed a powerful electric reflector , the rays from which light up the sea for half a mile in front '' .",'' set astern of the pilothouse is a powerful electric reflector whose rays light up the sea for a distance of half a mile '' .,"'' behind the steersman 's cage be place a powerful electric reflector , the ray from which light up the sea for half a mile in front '' .",'' set astern of the pilothouse be a powerful electric reflector whose ray light up the sea for a distance of half a mile '' .,0.5161290322580645,28-25 17-13 18-14 19-15 20-16 21-17 8-7 9-8 10-9 11-10 22-21 23-22 24-23 27-24 14-12 0-0 7-1 ,{},{},{},0-0 1-2 2-4 3-5 4-5 5-5 6-6 8-7 9-8 10-9 11-10 14-12 15-11 16-11 17-13 18-14 19-15 20-16 21-17 22-21 23-22 24-23 27-24 28-25 ,{},{},{}
novels-common:590,novels-common:590,,test,"'' and he rests now , near his companions , in the coral cemetery ? ''",'' and now he rests beside his companions in that coral cemetery ? '',"'' and he rest now , near his companion , in the coral cemetery ? ''",'' and now he rest beside his companion in that coral cemetery ? '',0.3125,15-13 12-10 13-11 14-12 0-0 1-1 2-3 3-4 7-6 8-7 6-5 10-8 ,{},{},{},0-0 1-1 2-3 3-4 4-2 6-5 7-6 8-7 10-8 12-10 13-11 14-12 15-13 ,11-9 ,{},{}
novels-common:942,novels-common:942,,test,"'' I cannot tell , my friend '' .","'' I am unable to say , my friend '' .","'' i can not tell , my friend '' .","'' i be unable to say , my friend '' .",0.5384615384615384,9-10 5-6 6-7 7-8 8-9 0-0 1-1 4-5 ,{},{},{},0-0 1-1 2-2 2-3 2-4 3-5 4-6 5-7 6-8 7-9 8-10 ,{},{},{}
novels-common:1158,novels-common:1158,,test,'' have we struck anything ? '' I asked .,'' did we strike bottom ? '' I asked .,'' have we strike anything ? '' i ask .,'' do we strike bottom ? '' i ask .,0.36363636363636365,9-9 5-5 6-6 7-7 8-8 2-2 3-3 0-0 ,{},{},{},0-0 1-1 1-3 2-2 3-1 3-3 5-5 6-6 7-7 8-8 9-9 ,4-4 ,{},{}
novels-common:1124,novels-common:1124,,test,"'' no '' , I said , '' poulps of huge dimensions '' .","'' no '' , I said , '' devilfish of large dimensions . but friend Land is no doubt mistaken , because I do not see a thing '' .","'' no '' , i say , '' poulps of huge dimension '' .","'' no '' , i say , '' devilfish of large dimension . but friend land be no doubt mistake , because i do not see a thing '' .",0.6666666666666667,13-29 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 12-28 11-11 10-10 9-9 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-28 13-12 13-29 ,4-22 ,{},{}
novels-common:55,novels-common:55,,test,'' keep your eyes open ! '' called out the sailors .,'' open your eyes ! open your eyes ! '' repeated the sailors of the Abraham Lincoln .,'' keep your eye open ! '' call out the sailor .,'' open your eye ! open your eye ! '' repeat the sailor of the abraham lincoln .,0.4666666666666667,11-17 2-2 3-3 5-8 6-9 9-11 10-12 4-1 0-0 ,{},{},{},0-0 1-1 2-2 3-3 4-1 5-8 6-9 9-11 10-12 11-17 ,1-5 2-6 3-7 4-5 7-10 8-10 ,{},{}
novels-common:779,novels-common:779,,test,"Ned Land 's logic pressed me hard , and I felt myself beaten on that ground . I knew not what argument would now tell in my favor .","I was hard pressed by Ned Land 's common sense , and I felt myself losing ground . I no longer knew what arguments to put forward on my behalf .","ned land 's logic press me hard , and i felt myself beat on that ground . i know not what argument would now tell in my favor .","i be hard press by ned land 's common sense , and i felt myself lose ground . i no longer know what arguments to put forward on my behalf .",0.5897435897435898,28-30 7-10 8-11 9-12 10-13 11-14 0-5 1-6 2-7 15-16 16-17 17-18 18-21 4-3 5-0 21-23 3-9 6-2 20-22 ,{},{},{},0-5 1-6 2-7 3-8 3-9 5-0 6-2 7-10 8-11 9-12 10-13 11-14 12-15 12-16 16-17 17-18 18-21 19-19 20-22 21-23 22-24 24-25 24-26 26-28 28-30 ,4-1 4-3 25-27 27-29 ,{},{}
novels-common:1155,novels-common:1155,,test,"'' perhaps this is the same which the Alector saw '' , said Conseil .","'' perhaps this is the same as the Alecto 's '' , Conseil said .","'' perhaps this be the same which the alector saw '' , say conseil .","'' perhaps this be the same a the alecto 's '' , conseil say .",0.375,14-14 0-0 1-1 2-2 3-3 4-4 5-5 10-10 11-11 12-13 13-12 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 10-10 11-11 12-13 13-12 14-14 ,{},{},{}
novels-common:458,novels-common:458,,test,"after crossing a rather large prairie , we arrived at the skirts of a little wood that was enlivened by the songs and flight of a large number of birds .","after crossing a pretty lush prairie , we arrived on the outskirts of a small wood , enlivened by the singing and soaring of a large number of birds .","after cross a rather large prairie , we arrive at the skirt of a little wood that be enliven by the song and flight of a large number of bird .","after cross a pretty lush prairie , we arrive on the outskirt of a small wood , enliven by the singing and soaring of a large number of bird .",0.46875,30-29 24-23 25-24 26-25 27-26 28-27 29-28 5-5 6-6 7-7 8-8 0-0 1-1 2-2 18-17 19-18 20-19 12-12 13-13 15-15 14-14 21-20 3-3 22-21 ,{},{},{},0-0 1-1 2-2 3-3 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 18-17 19-18 20-19 21-20 22-21 23-22 24-23 25-24 26-25 27-26 28-27 29-28 30-29 ,{},{},{}
novels-common:403,novels-common:403,,test,"early on the 1 st of January , 1863 , Conseil joined me on the platform .","on January 1 , 1868 , bright and early , Conseil joined me on the platform .","early on the 1 st of january , 1863 , conseil join me on the platform .","on january 1 , 1868 , bright and early , conseil join me on the platform .",0.3529411764705882,16-16 9-9 10-10 11-11 12-12 13-13 14-14 15-15 3-2 6-1 0-8 ,{},{},{},0-8 1-0 3-2 4-2 6-1 7-3 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 ,8-4 ,{},{}
novels-common:530,novels-common:530,,test,'' and the Papuans ? '','' what about the Papuans ? '','' and the papuan ? '','' what about the papuan ? '',0.4285714285714286,5-6 2-3 3-4 4-5 0-0 ,{},{},{},0-0 2-3 3-4 4-5 5-6 ,{},{},{}
novels-common:863,novels-common:863,,test,"'' well '' , continued Captain Nemo , '' you heard my question ! do you know the history of Spain ? ''",'' well ? '' Captain Nemo went on . '' did you hear my question ? do you know the history of Spain ? '',"'' well '' , continue captain nemo , '' you hear my question ! do you know the history of spain ? ''",'' well ? '' captain nemo go on . '' do you hear my question ? do you know the history of spain ? '',0.2857142857142857,22-24 14-16 15-17 16-18 17-19 18-20 19-21 20-22 21-23 9-11 10-12 11-13 12-14 0-0 1-1 5-4 6-5 4-6 2-3 8-9 ,{},{},{},0-0 1-1 4-6 4-7 5-4 6-5 8-9 9-11 10-10 10-12 11-13 12-14 14-16 15-17 16-18 17-19 18-20 19-21 20-22 21-23 22-24 ,13-15 ,{},{}
novels-common:670,novels-common:670,,test,"'' to the Nautilus '' , said he .","'' to the Nautilus '' , he said .","'' to the nautilus '' , say he .","'' to the nautilus '' , he say .",0.0,8-8 0-0 1-1 2-2 3-3 4-4 5-5 6-7 7-6 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-7 7-6 8-8 ,{},{},{}
novels-common:965,novels-common:965,,test,"'' because I have seen large whales , sir , whales measuring a hundred feet . I have even been told that those of Hullamoch and Umgallick , of the Aleutian Islands , are sometimes a hundred and fifty feet long '' .","'' because I 've seen big baleen whales , sir , whales measuring up to 100 feet long ! I 've even heard that those rorqual whales off the Aleutian Islands sometimes get over 150 feet . ''","'' because i have see large whale , sir , whale measure a hundred foot . i have even be tell that those of hullamoch and umgallick , of the aleutian island , be sometimes a hundred and fifty foot long '' .","'' because i 've see big baleen whale , sir , whale measure up to 100 foot long ! i 've even hear that those rorqual whale off the aleutian island sometimes get over 150 foot . ''",0.5714285714285714,42-36 6-7 7-8 8-9 9-10 10-11 11-12 0-0 1-1 2-2 29-28 30-29 31-30 39-16 40-17 21-23 22-24 14-35 4-4 3-3 5-5 18-21 17-20 41-37 13-15 38-34 34-31 16-19 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-7 7-8 8-9 9-10 10-11 11-12 13-15 14-16 16-19 17-20 18-21 19-22 20-22 21-23 22-24 29-28 30-29 31-30 34-31 35-34 36-34 37-34 38-34 39-35 40-17 41-37 42-36 ,33-32 ,{},{}
